,Unnamed: 0,corredor,cod_mpio,departamento,cod_dpto,municipio,info_type,category,sub_category,keyword,place_id,name,types,latitude,longitude,address,average_rating,user_ratings_total,place_link,phone,website,opening_hours,review_1_rating,review_1_text,review_2_rating,review_2_text,review_3_rating,review_3_text,review_4_rating,review_4_text,review_5_rating,review_5_text,city
415,415,Corredor 1,17001,CALDAS,17,MANIZALES,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""alojamiento""",ChIJIydefgF7R44Rxz9gxxGNZ0U,Eco Hotel java,"establishment,lodging,point_of_interest",5.0089819,-75.5444424,"Paraje agua bonita, Vda. Java #Casa 17, Manizales",4.0,34,https://maps.google.com/?cid=5001121018717159367,314 6294483,http://ecohotel-java.genesishotel.co/,,1.0,"The place is very nice, the rooms are very pleasant, and the view is excellent. The only negative is the service, especially the attitude of a young man named Juan, who was extremely rude. The manager kept denying the problem and refused to resolve it. For this reason, I wouldn't return there and would never recommend it to anyone because the most important thing in any place is quality and empathy when providing service.
The pool isn't well maintained, as several people suffered lacerations.
I just hope the owner of this lovely place is actually the person reading the reviews.",5.0,"An excellent place to relax and spend some quality time, whether as a couple or with the family. Its facilities are worthy of a movie and highly Instagrammable. The service is incredible, the friendliness, the food, everything is delicious. I definitely recommend it to anyone looking to go somewhere beautiful, peaceful, and special! ✨",1.0,"The place is very cozy and has a beautiful view. The only downside is that they don't honor their agreements. They offer one thing at the time of renting, but then don't fully comply. Some of the staff, ""Juan,"" is rude, making disparaging comments about their guests. We ask for the person in charge to resolve the issues, but they refuse.

Aside from that, the road is difficult for small cars, as it's unpaved and only fits one. The pool has sharp areas where two adults and one child were cut.",1.0,"We rented this eco-hotel for a 15th birthday party, and the experience left much to be desired. Although the venue promised amenities like a jacuzzi, it lacked hot water, making it unusable. Furthermore, the manager constantly refused to let us know when we tried to contact her to resolve issues; she simply said she wasn't there.

There was no kitchen available to prepare anything for our guests, which was a major inconvenience during the event. To make matters worse, the pool had a broken tile, and several people cut themselves on it, which is unacceptable for safety reasons.

During our stay, there was also an argument caused by a young man associated with the venue, who rudely commented that ""that mess was what they paid for, and yet they're so demanding,"" a total lack of respect for the guests.

In short, the venue is not prepared for events and lacks even the minimum maintenance or customer service. I would not book it again or recommend it to anyone.",1.0,"The place is very cozy and has a beautiful view. The only downside is that they don't honor their agreements. They offer one thing at the time of renting, but then don't fully comply. Some of the ""Juan"" employees are rude, making disparaging comments about their guests. We ask for the person in charge to resolve the issues, but they refuse.",Vda. Java #Casa 17
420,420,Corredor 1,17001,CALDAS,17,MANIZALES,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""alojamiento""",ChIJpaO0SE5iR44RXULwVF34R9s,Hostal La Laguna,"point_of_interest,establishment,lodging",4.9337329,-75.46774119999999,"Ruta del Cóndor, Vereda Montenegro km 21 vía al Nevado, Villamaría",4.6,419,https://maps.google.com/?cid=15800870897393353309,311 6741339,https://www.lagunahostal.com/,Monday: Closed|Tuesday: Closed|Wednesday: 8:00 AM – 4:00 PM|Thursday: 8:00 AM – 4:00 PM|Friday: 8:00 AM – 4:00 PM|Saturday: 8:00 AM – 4:00 PM|Sunday: 8:00 AM – 4:00 PM,5.0,"If you want an off the grid place to stay that’s surrounded by gorgeous mountains, this is the place for you. It has secluded cabins if you want some privacy but you can also stay at the main house. All you hear is birds and some of the farm animals. It has great trails, including one to a waterfall. We had a nice horseback ride on the road and main property. The food is amazing and super delicious and beautiful presentation. Beware to make sure to arrive no later than 5:30pm as the road to get there is not paved and very dangerous as it’s going through a lot of curves into the abyss, obviously there’s no streetlight as you’re in the countryside, so would be very dangerous to go in the dark. But the hour drive through dangerous roads is so worth it. I would love to go back and stay a lot longer.",5.0,"What an amazing experience it was! The place is amazing, with lovely warmhearted people that made us feel like home and breathtaking, wild landscapes. The food was delicious, we wish we stayed longer. You can see lots of farm animals, get a horse ride or watch the wild animals, do some birdwatching (condors included), trekking. A short walk away from a big, beautiful waterfall.",5.0,"If I could give this place 10 stars I would.
- Location - 10 stars - perfect view in any direction. Perfect sunsets and sunrises. Our host told us exactly where we can see the Condor. We saw it every day we have been there. Additionally, we were able to see hummingbirds, eagles, lots of other cute animals and the farm offered riding horses too.

- Services - 10 stars! All the staff was super careful, loving, polite and attentive to our needs. When I say all staff I trully mean that. Few places I have been in this world had such people putting so much effort and love into their work.

- Food - can't praise it enough. Best food we have had in Manizales. It was so heartfelt! Big portions and made with care for each of us. Biggest thanks to all those ladies working there. God bless their hands!

I felt like home!",5.0,"A really nice experience offered by the host Alexandra. Atention to guests needs, very good food cooked by nice ladies, amazing scenery and views, lots of animals at the farm. We saw the amazing condor every day during our stay. Felt like home for the entire period.",5.0,"It's a magic place to stay. The rooms are clean and cozy. The food is phenomenal, with vegetarian options. The waterfall can be heard while eating with a beautiful look at the landscape and animals.",Vereda Montenegro km 21 vía al Nevado
429,429,Corredor 1,17001,CALDAS,17,MANIZALES,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""alojamiento""",ChIJRY0neXh3R44RdIl_dAK2Kyo,ALOJAMIENTO RURAL EL REFUGIO,"point_of_interest,lodging,establishment",5.0722618,-75.6677246,Palestina,4.4,39,https://maps.google.com/?cid=3038722495252236660,011 5001-7323,http://alojamientoruralelrefugio.com/home/,Monday: 8:30 AM – 7:30 PM|Tuesday: 8:30 AM – 7:30 PM|Wednesday: 8:30 AM – 7:30 PM|Thursday: 8:30 AM – 7:30 PM|Friday: 8:30 AM – 7:30 PM|Saturday: 8:30 AM – 7:30 PM|Sunday: 8:30 AM – 7:30 PM,5.0,It really is a nice place.  Newly renovated and lots of room for big family events.,5.0,Wonderful for relax and connect with nature. The pool and jacuzzi was awesome!,5.0,"Wonderful place, private and quite. Good service and good food.",4.0,"Buenas instalaciones , les falta a varias adecuaciones un mantenimiento adecuado ( Jacuzzi) , para poder disfrutar más la permanencia y las comodidades .
Situación geográfica , envidiable … cerca a todo . Tranquilo y seguro .",5.0,"Excelente lugar para desconectarse,descansar,disfrutar de la naturaleza y animales de la región en libertad. Despertarte y escuchar una orquesta de aves inspiradora , ayuda a comenzar el día en este microclima que ofrece la casa y su entorno de plantas y preciosa vegetación.Ideal para disfrutar en grupo de todas las recreaciones al aire libre y completa libertad. Lugar a visitar por excelencia, además de estar cerca de sitios de interés para conocer y con todos los servicios necesarios a la mano. Ubicada en un sitio estratégico del ''Paisaje Cultural Cafetero'' declarado recientemente por la UNESCO como PATRIMONIO DE LA HUMANIDAD",
431,431,Corredor 1,17001,CALDAS,17,MANIZALES,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""alojamiento""",ChIJi0mVTdJ7R44Rlq3Ipo4FgPE,La Frontera Hotel,"establishment,lodging,point_of_interest",4.992183,-75.6019673,"Pereira-Manizales, Chinchiná",4.9,23,https://maps.google.com/?cid=17401915070401260950,,http://www.lafronterahotel.com/,,5.0,"We booked 2 rooms for 5 people, 1 night. Staff are very helpful and friendly and speak Spanish and some English. The rooms are spacious and clean. Off-street parking was important to us and was appreciated. Breakfast was nice and the dining room is wonderful. The wifi signal in rooms was poor, however, and there wasn't any outdoor shelter from the rain or seating (other than dining room). The beds are very comfortable, and rooms are quite, so we had a very good rest. A bit pricey when booking 2 rooms. Great location, a few mins drive to the town square. Recommended for those traveling by car and wanting a peaceful rest.",5.0,"Nice stay in this area. Worked well for us as we were looking for convenient place to stay wile traveling through. Room was clean, modern, well designed. Nice bed linens. Simple. Quiet. Family-run and very welcoming service. Nice breakfast with amazing hot coco. The ceiling fan was wonderful. It was difficult to see turn-off to driveway. No signage at entry, but sign is on building when you arrive.",4.0,"Un sitio adecuado para estar en contacto con la naturaleza, se pueden escuchar los sonidos de los animales en la noche, el cual ameniza el lugar. Hay árboles frutales, el cual invita a disfrutar de una naranja o un zapote. Los trabajadores del lugar, sencillos y prestos a la solicitud. Se recomienda fijar una valla publicitaria o un aviso del hotel y mejorar la entrada; pienso que pueden brindar más servicios por el mismo precio, por ejemplo, tener infraestructura de barbacoa, jacuzzi con agua caliente, de pronto un sauna, un lugar de juegos, y dotar con elementos básicos para el mini bar. Pueden mejorar la decoración del prado y abonar mejor el árbol de de zapotes.",5.0,"It's a good place to spend a weekend. The bedrooms are great, you sleep very well. It has some room for improvement like the kitchen and the pool, but I found it to be a nice place.",5.0,"A hidden gem for first-time visitors is right in front of the La Roca motel, a very nice place.",Pereira-Manizales
434,434,Corredor 1,17001,CALDAS,17,MANIZALES,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""alojamiento""",ChIJq6Ik5jxxR44RcdN71mc7qNA,"Reserva Natural Bosques de la Pradera | Tours: Orchids, Birds, Butterflies & Cacti | Rural Stays / Hospedaje","establishment,point_of_interest,travel_agency,lodging",5.114181599999999,-75.50642619999999,Vereda Alto Bonito salida Neira #km 7 finca bosques de,4.8,63,https://maps.google.com/?cid=15035332673142510449,315 8118332,http://www.bosquesdelapradera.com/,Monday: 7:00 AM – 8:00 PM|Tuesday: 7:00 AM – 8:00 PM|Wednesday: 7:00 AM – 8:00 PM|Thursday: 7:00 AM – 8:00 PM|Friday: 7:00 AM – 8:00 PM|Saturday: 7:00 AM – 8:00 PM|Sunday: 7:00 AM – 8:00 PM,5.0,"Bosques de la Pradera is a magical place. A hidden Pearl in the Colombian mountains surrounded by beautiful nature.
You feel welcomed from the moment you walk in. The staff is very helpfull and kind.
The rooms are comfortable and we woke up to the sound of birds singing every day.
Imagine having your first cup of Coffee in the morning, while you watch birds of all kinds, butterflies and hundreds of orchids.  The views are breathtaking.
A perfect place to relax and breathe nothing but peace.
Juan Manuel our host, reminds me of a wizard of the forest. He has so much knowledge to share and he is very passionate about nature.
The place is close to Manizales.
We are coming back!!!!!",1.0,"We arrived to this bosque this past December in our rental vehicle.  Upon entering the premises and allowing the gated door to open, the host accidentally closed the gate on our rental and significantly damaged the right side of our car.  Instead of offering any condolences, he avoided the conversation and did not want to address the incident.  We returned our car and were charged, the owner (who was responsible for the damage) has been unable to reimburse us (about $200 USD).  Therefore, I cannot recommend staying here as the owner is not honest or trustworthy.  He has strung us along in trying to get a payment since returning to the States.",5.0,Wonderful intimate place off the beaten path. Great birding with a long private trail through forest to a stream. The owner has an amazing orchid and cactus collection that he is extremely knowledgeable about and happy to show. Great views in all directions. Rooms very clean and neat. Beautiful murals. Very highly recommended!,5.0,"Our stay at Bosques de la Pradera was a dream come true! Tucked away in the Caldas mountains, this hostel is a gem. We took the orchid tour and were amazed by the sheer variety of over 200 orchids. The afternoon bird-watching tour was a highlight, where we spotted a myriad of bird species in their natural habitat. The meals were a delicious reflection of the local cuisine, and unwinding in the heated jacuzzi amidst such stunning scenery was simply heavenly. The warmth of the staff and their dedication to nature made our visit more than just a stay – it was an unforgettable, heartwarming journey.",5.0,A delight.  The accomodation is great and the owners are kind and helpful too.  What stood out was the vast array of orchids in the garden and in the wood.  The owner is vastly knowledgeable about them and gave us a superb walk showing us lots of them.  Worth staying here for the orchids alone!,
435,435,Corredor 1,17001,CALDAS,17,MANIZALES,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""alojamiento""",ChIJb--RZW9vR44RDTq6nrQeMYc,Hotel Alcalá Plaza #2| Alojamiento Económico en Manizales | Cerca Centro |,"establishment,lodging,point_of_interest",5.0720195,-75.51987869999999,"Av. Bernardo Arango #15- 29, Manizales",3.4,16,https://maps.google.com/?cid=9741601230085044749,,,,1.0,"experience... We arrived to ask for a room and we had to change hotels at 12 at night. Since the room was full of cockroaches when we got home from eating, it was full on top of the bed, the walls, the bathroom, the closet, everything. And apart from that we showed it to the manager at the time, we told her that if they would please give us another room she said there was no more and when we went down to look she was sitting fine without looking for a solution or anything..... Very bad to be honest.....",1.0,Pésimo. Muy caro para lo que dan. Los dueños son unos avaros. No vayan allá. Es un desastre.,1.0,A peor experiencia.. nos tocó cambiar de hotel a las 12 de la noche. Por q la habitación estaba llena de cucarachas. A parte de eso no nos daban solución para otra habitación ni nada,3.0,"It is a good hotel for executives, good service",5.0,"Excelente servicio , buenas instalaciones",Av. Bernardo Arango #15- 29
436,436,Corredor 1,17001,CALDAS,17,MANIZALES,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""alojamiento""",ChIJweRTZj19R44RiAiIlKzY6FA,Ananda Alojamiento Rural,"point_of_interest,lodging,establishment",4.9778063,-75.5780855,"Vereda los Cuervos, Manizales",5.0,25,https://maps.google.com/?cid=5830147953369024648,313 6691202,,,5.0,"Wonderful accommodation with a lovely host.
My girlfriend and me love this place. The rooms were big and clean and the beds were comfortable. The place is calm and the host is very nice and always helpful. And she makes delicious food :)
You can enjoy your breakfast and coffee with an amazing view.",5.0,Fully recommended 100% Relax Nature and Pace 🏞,5.0,"Ananda is a magical place to rest, reconnect with nature and admire everything around you!
Additional excellent recommendations for various activities such as sightings and traditional experiences of coffee and its history.
Thank you Luz Angela for your time, disposition and attention!!
We will return without thinking about it!",5.0,"It's a wonderful place! The peace, the tranquility, the attention and the view, absolutely everything is like a movie-like enchantment. They live up to their name Sat Chit Ananda. I would return a thousand times. I recommend it for day trips, events, accommodation, retirement and teleworking.",5.0,"This place is beautiful! Perfect for relaxing and unwinding. The nature of the area is wonderful. The food and service are second to none.
Thank you very much for everything to the good owners. :)",Vereda los Cuervos
437,437,Corredor 1,17001,CALDAS,17,MANIZALES,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""alojamiento""",ChIJmd_SZ9JjR44RnbWETHSWPwY,Termales La Quinta,"point_of_interest,lodging,establishment",4.9125005,-75.44777289999999,"Vía al Parque de los Nevados, Villamaría",4.9,38,https://maps.google.com/?cid=450243914004477341,323 4653183,http://termaleslaquinta.com/,,5.0,"This farm near Manizales is absolutely stunning—like nothing else in the world. It’s the perfect spot for anyone who loves the outdoors and being surrounded by nature. From the gorgeous views to the peaceful vibe, it’s an experience you won’t forget.",5.0,"Mesmerizing place, like no other in the world. Definitely an experience for the outdoor and nature lovers",5.0,No caption needed. It's the absolute perfect place to get rest and enjoy outdoor activities without leaving aside the high level commodities.,5.0,"Los huéspedes, Andrea y Miguel me brindaron una experiencia inolvidable con muy buena atención y buena comida local. El es un lugar en medio de las montañas sin acceso en carro (en caballo) pero que les garantiza un conexión con la naturaleza. La piscina con aguas termales y otras experiencias ofrecidas son los mas top. Si buscan un lugar autentico del eje cafetero pero con comodidad, es el lugar adecuado !",4.0,"For lovers of nature and the countryside where our ancestors lived, La Quinta is a special place.
There is rest, horseback riding, walks and thermal water baths with the excellent attention of Alberto the guide and Deisy the administrator and cook of La Quinta.",Vía al Parque de los Nevados
444,444,Corredor 1,17001,CALDAS,17,MANIZALES,Infraestructura Complementaria,Servicios Complementarios,Puntos Wifi,"""wifi gratis"", ""puntos vive digital"" ",ChIJUXaYjEVlR44RKy7bthYqmqA,Vive Movilidad,"point_of_interest,establishment",5.054442,-75.4830784,"Cra. 21 #66-70, Manizales",,0,https://maps.google.com/?cid=11572608469527375403,312 2622272,,"Monday: 8:00 AM – 12:00 PM, 2:00 – 6:00 PM|Tuesday: 8:00 AM – 12:00 PM, 2:00 – 6:00 PM|Wednesday: 8:00 AM – 12:00 PM, 2:00 – 6:00 PM|Thursday: 8:00 AM – 12:00 PM, 2:00 – 6:00 PM|Friday: 8:00 AM – 12:00 PM, 2:00 – 6:00 PM|Saturday: 8:00 AM – 12:00 PM|Sunday: Closed",,,,,,,,,,,Cra. 21 #66-70
450,450,Corredor 1,17524,CALDAS,17,PALESTINA,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""hotel""",ChIJd6w1X16FR44RxaQRyBThbNo,HOTEL BALCÓN PLAZA,"establishment,point_of_interest,lodging",4.993223899999999,-75.8127622,"Cra. 4 #11 08, Belalcazar",4.3,109,https://maps.google.com/?cid=15739202277125235909,321 8051869,,,5.0,"Un buen sitio, con buenos precios, en mi caso 70.000 por pareja, habitación limpia y cómoda con balcón que da al parque principal.
Se puede dejar el vehículo en un parqueadero que está cerca al hotel ya que no cuenta con uno propio, su costo fue de 8.000 la noche (moto)
La persona de recepción indica dónde queda.",5.0,Good price and good service,5.0,"Muy buena atención, habitacion cómoda y limpia, todo confort, precio correcto. Vecino hay un bar ruidoso, que puede ser una lástima.",5.0,"The room was very nice, clean and comfortable, and the price was very super. It was worth the stay. The service was very good.",3.0,"Very central and beautiful, the attention is also very good. But... The noise is terrible, both from outside and inside, people arrive in the wee hours of the morning and interrupt the rest. Or couples who take the place as A MOTEL.
The rest was very good, very good cleaning and interior, very good attention. The people who serve are very friendly.",Cra. 4 #11 08
458,458,Corredor 1,17524,CALDAS,17,PALESTINA,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""hotel""",ChIJicuirrucR44R7c0UjF0K45c,Hotel San José Caldas,"establishment,point_of_interest,lodging",5.0799243,-75.7926279,"Cra2n 2 #36, Centro, San José",4.4,38,https://maps.google.com/?cid=10944602916338847213,310 8257120,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,Very good,5.0,"A very comfortable option for staying in San José. The cleanliness is exceptional, as is the friendliness of the hotel staff.",4.0,"Very good quality, good service, and more than that, the people of this place are very cultured, which is very valuable for the city. Congratulations, San José Caldas",5.0,"It is an excellent place, very cozy and quiet, excellent view, great location, affordable prices and the best service, highly recommended",3.0,Beautiful municipality of Cadas to visit in passing and excellent landscapes to be seen,Centro
472,472,Corredor 1,17524,CALDAS,17,PALESTINA,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""hotel""",ChIJv0BsRACDOI4RbaJk1uKSDj8,Hotel Mirador la Divisa,"establishment,lodging,point_of_interest",4.8960113,-75.6183715,"V9WJ+CM, Santa Rosa de Cabal",4.6,44,https://maps.google.com/?cid=4543730577020592749,320 5236903,,,5.0,"The service was perfect, a lovely place to enjoy with the family, with games like billiards, ping pong, beach volleyball, and a pool, among others. The rooms were comfortable and clean, and overall everything was great.",5.0,"A wonderful place to relax, the staff very helpful and attentive.
A very excellent price for such a comfortable and well-equipped hotel.
We're from Bogotá and would return!",1.0,"Terrible place, I definitely do not recommend it. The service is terrible, the rooms smell ugly like a sewage, there are no tables in the rooms, they are badly placed shelves. There are jacuzzis that do not work, they do not provide pool towels. I didn't like it at all. Everywhere you pass they are building, construction disorder. Cleaning is too regular.",5.0,"It is an attractive place for holding events in Santa Rosa de Cabal.
@mundosnacks_ has attended several activities there, with excellent support from the venue's coordinators.",5.0,"What a spectacular hotel. We rested very well. The beds are very comfortable and the rooms are very clean. The staff treated us with great kindness, even the dogs treated us with familiar affection. It is a charming space, without noise and with a very beautiful view of the Santa Rosa landscape. We had a very good night's rest.",V9WJ+CM
475,475,Corredor 1,17524,CALDAS,17,PALESTINA,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""hotel""",ChIJveLB6SmCOI4RkCf1kMNwPLs,Hotel Santa Rosa Plaza,"point_of_interest,lodging,establishment",4.8679885,-75.61976779999999,"Cra. 12 #15 - 28, Santa Rosa de Cabal",4.2,116,https://maps.google.com/?cid=13491782568948082576,314 8224027,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,Great place ! Top value for money !,1.0,Super,5.0,Great place !,1.0,"Mi experiencia en este hotel fue absolutamente desastrosa. El servicio fue pésimo, la atención fue deficiente y la calidad de las instalaciones fue muy baja.

Al llegar, nos encontramos con que las camas estaban duras y no había sábanas ni cobijas. Tuvimos que pedirlas y, cuando finalmente llegaron, estaban usadas y tardaron en ser entregadas. Las toallas también tardaron en llegar, y tuvimos que esperar más de una hora para recibirlas.

El televisor estaba sin control y apenas funcionaba. Pedimos un ventilador prestado, pero cuando salimos de la habitación, el personal lo retiró y dejó todo desordenado.

La actitud del personal que nos atendió fue tosca, hostil y desagradable. No mostraron ninguna disposición a ayudarnos o a resolver nuestros problemas.

Además, el hotel no proporciona acceso a Internet a través de WiFi, lo que es un servicio básico que se espera en cualquier establecimiento hotelero.

Pero lo peor de todo fue la falta de seguridad. Las puertas de las habitaciones no tenían llave, y no nos proporcionaron ninguna. Tuvimos que dejar las puertas abiertas, lo que nos hizo sentir inseguros. Y si intentábamos usar el pasador para bloquear la puerta, nos dijeron que no era necesario porque el dueño del hotel era ""super seguro"". Esto es un chiste, porque en realidad, la seguridad era nula.

Para empeorar las cosas, el personal que trabajaba en el hotel parecía no saber nada sobre los servicios que ofrecían. No podían proporcionarnos información sobre los servicios disponibles en la zona o cualquier otra cosa que necesitáramos saber.

En resumen, no recomiendo este hotel a nadie. La calidad del servicio, las instalaciones y la seguridad son muy bajas. Hay muchos otros lugares mejores donde hospedarse.",1.0,"Very bad experience. The rented room lacked basic items, I had to go downstairs several times to get towels, TV remote control, etc. They did not provide sheets for the beds. I asked for a fan because of the heat, they gave it to me, but when I returned, it was gone. Privacy is non-existent as they entered my room without my consent. Additionally, keys are not provided, which creates much more mistrust.
I wouldn't go back.",Cra. 12 #15 - 28
478,478,Corredor 1,17524,CALDAS,17,PALESTINA,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""hotel""",ChIJPYzQE4eBOI4RAa2IFPq_YSA,Hotel en Santa Rosa de Cabal-Hotel Casa Colonial Santa Rosa de Cabal,"lodging,point_of_interest,establishment",4.8687638,-75.62273549999999,"Cra. 15 #17-02, Santa Rosa de Cabal",4.3,340,https://maps.google.com/?cid=2333357162761858305,318 2110112,http://www.hotelcasacolonialsantarosa.com/,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,3.0,Super,1.0,"Terrible experience, poor service from the workers, breakfast took more than an hour and a half to be served, they left a minor locked inside the hotel because they couldn't find a towel, they didn't allow the child to leave until they found it, they owed money because they didn't have cash and they agreed to send it to Nequi and they never did. The horrible rooms. Everything bad",4.0,"Nos pareció un sitio muy acogedor, la cama muy cómoda, la señora q nos atendió al llegar y al salir muy super muy amable y el desayuno muy bueno, completo, el señor de la noche también muy amable, lo único el parqueadero un poco incómodo y es para un solo carro me coincidió q no había más gente y pude parquear, el convenio con termales excelente no hubo ningún problema para ingresar regresamos casi a la media noche y el señor estaba pte.",3.0,"Servicio bueno,la habitación tiene ruidos altos en las puertas, baños aseado, no hay servicio de restaurante, tiene ascensor, tiene parqueadero, solo para un vehículo",5.0,"Excellent service at the hotel, super cozy and very attentive staff, very rich breakfast and diligence to be at the hot springs",Cra. 15 #17-02
486,486,Corredor 1,17524,CALDAS,17,PALESTINA,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""hotel""",ChIJD7m9lJR3R44RsQSf8CBrNUo,Babilonia - Hotel Campestre - Centro Vacacional,"point_of_interest,establishment,lodging",5.0819535,-75.68890379999999,"kilometro 6 Via Tres Puertas, Palestina",4.4,917,https://maps.google.com/?cid=5347297921792410801,321 6611744,,Monday: 8:00 AM – 8:00 PM|Tuesday: 8:00 AM – 8:00 PM|Wednesday: 8:00 AM – 8:00 PM|Thursday: 8:00 AM – 8:00 PM|Friday: 8:00 AM – 8:00 PM|Saturday: 8:00 AM – 8:00 PM|Sunday: 8:00 AM – 8:00 PM,3.0,"It is an outdated family resort with a lot of kids, so basically not what a solo traveler needs. The portions in the restaurant are huge, stuff is kind. No hot water in the bathroom, poor internet, very basic rooms. In order to plug in a noisy fridge you need to nearly risk your life because there is  no space between the plug and the fridge. Water in the toilet stays for ever on a floor.",4.0,Nice typical Colombian country hotel with 2 x Pools....gets busy at the weekend as local people can pay for a day pass. Close to supermarket and alternative bars and restaurants in a very nice area....great sunny and warm climate too.,5.0,"No air conditioning, but everything else was amazing. Food, pool, gym, grounds kept clean and everyone was super friendly!",5.0,"Excellent service,rooms are very clean,restaurant serve a good food.",4.0,Nice place to be away from the city and closed to nature.,kilometro 6 Via Tres Puertas
488,488,Corredor 1,17524,CALDAS,17,PALESTINA,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""hotel""",ChIJc7dfuuGhR44RtULiTIlh_ZI,Hotel Santa Clara,"establishment,lodging,point_of_interest",5.2312911,-75.78740239999999,"Cra. 5 #10-10, Anserma",3.9,41,https://maps.google.com/?cid=10591729140973585077,,,,3.0,"A very central hotel across from the market square, one of the most traditional in the municipality, located on one of the main roads allows quick access to public transportation. However, being surrounded by other businesses dedicated to other types of activities, it can be a bit unreliable.",5.0,"Very cool, it seemed very good to me and my wife and I were very happy. Thank you very much for everything.",4.0,"Very economical, 25k for a single room",2.0,Where are the telephone numbers to reserve?  There is no accounting,4.0,Very good and economical,Cra. 5 #10-10
504,504,Corredor 1,17524,CALDAS,17,PALESTINA,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""hotel""",ChIJmSaYHopxR44RnIr4Dr4NCuU,Eco hotel la greca,"point_of_interest,lodging,establishment",5.0635837,-75.5947534,Manizales,5.0,2,https://maps.google.com/?cid=16504018894398720668,,,,5.0,"Excellent especially the service and attention from the administrator Bladimir... Very attentive, impressive. It wouldn't hurt if they had some vegetarian options given the growing interest. The place is very nice, it is recommended to make a reservation in advance during the week.",5.0,Very good place,,,,,,,
543,543,Corredor 1,17524,CALDAS,17,PALESTINA,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""hostal""",ChIJ8YTqVkiAR44RlJXSZv-be1Y,Fabio y Mery HOSTAL,"lodging,point_of_interest,establishment",4.9372264,-75.7397769,Marsella,4.2,12,https://maps.google.com/?cid=6231746030641255828,310 5059214,,,4.0,The site is highly recommended to spend the necessary days in the beautiful municipality of Marseille with the best coffee cultural landscape.,5.0,"Very good hostel, nice facilities, very clean. I really liked it 100% recommended",1.0,Acabé de llamar que porquería de servicio contestaron refri y luego me colgaron correo de voz. Muchas gracias Bendiciones.,5.0,"The architecture of the house is fabulous, full of charm.",4.0,Muy Bueno lugar para pasar la noche,
553,553,Corredor 1,17524,CALDAS,17,PALESTINA,Infraestructura Turística,Servicios Turísticos,Alojamiento,"""hostal""",ChIJu8RbNUiAR44RAmNnkBv8rO4,Hotel La Casona Real,"point_of_interest,lodging,establishment",4.9380898,-75.73855379999999,"Cl. 9, Marsella",4.6,67,https://maps.google.com/?cid=17198398272338092802,320 5272444,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,3.0,"A nice place and at a good price. It only has rooms and is not well soundproofed, so you hear everything that happens outside. And Marseille is a town that gets up very quickly.
For one night it's great.",5.0,"We loved staying! Very comfortable and well located, bright, good price, very clean! The owners were super kind to us, they even made me ginger tea because I was sick! Nice people, nice place!!",4.0,"It is a good place to stay, the staff is very friendly and they help you make good plans, however the bed is a little hard and the noise in the hallways does not allow you to sleep well.",5.0,"Very good service, nice people and they make you feel comfortable, a very good place to get to",5.0,"Excellent place. Very cozy, very good service and excellent rooms. Recommended",Cl. 9
